serial_no,job_id,student_id,employer_id,job_title,job_family,job_level,job_type,employment_mode,location_city,location_state,location_country,offer_date,offer_accept_date,start_date,end_date,salary_currency,salary_base_annual,visa_type,source_channel,created_at
342,1ac6c6ab-611c-4ace-a1ba-aa94a2706055,932063bc-e30d-4d93-943b-4ae24d81119a,EMP000342,Cloud Engineer,Security,Senior,Contract,Remote,Seattle,WA,USA,02/19/2024,02/21/2024,06/12/2024,08/13/2025,USD,118679.0,OPT,Career Fair,2025-10-25
343,3ba571ab-da12-4217-bfb7-c82d41adcdc7,2764e6cc-c582-45cc-a64f-a7269137fd44,EMP000343,Associate Consultant,Quality,Mid,Internship,Remote,Chicago,IL,USA,11/01/2023,11/14/2023,05/17/2024,09/07/2025,USD,96447.0,STEM OPT,Handshake,2025-10-25
344,bb240853-d23c-4a48-bb56-c39b9aa87ef5,b244685f-ac33-444c-ba13-98b6c27ef05c,EMP000344,Software Engineer,Engineering,Mid,Full-time,Hybrid,Boston,MA,USA,01/26/2024,01/31/2024,04/29/2024,04/02/2026,USD,111878.0,STEM OPT,Direct Apply,2025-10-25
345,8124fe8c-d8f3-4366-a874-f03a48c652f0,db137d02-2395-4c58-b8e0-01272e37ece0,EMP000345,Product Analyst,Security,Intern,Internship,On-site,Bengaluru,NA,India,05/30/2026,06/01/2026,12/03/2026,12/31/2026,USD,102365.0,STEM OPT,Direct Apply,2025-10-25
346,15c922af-beb3-4d9b-9cf3-efe0794e45b8,f656ab93-7c41-4a79-a5e7-aa083ca98b0a,EMP000346,Data Analyst,Engineering,Senior,Internship,Remote,Seattle,WA,USA,10/12/2024,10/19/2024,05/29/2025,11/23/2026,USD,133961.0,PR,LinkedIn,2025-10-25
347,bbbe7b36-5122-48ca-8762-34d330e9823a,3ff7feb7-aa88-41d4-bcd6-59eaa9916483,EMP000347,Cloud Engineer,Security,Mid,Internship,Hybrid,Dallas,TX,USA,03/16/2022,03/29/2022,08/29/2022,09/10/2023,USD,108691.0,Citizen,Referral,2025-10-25
348,8204ea6c-03fa-49f7-959d-6e5067599565,cbf91bf5-afae-4e1c-95e6-5cdc69799f0e,EMP000348,Data Analyst,Engineering,Junior,Internship,Hybrid,Hyderabad,NA,India,06/22/2024,06/29/2024,11/27/2024,11/01/2026,USD,116892.0,OPT,Career Fair,2025-10-25
349,ed988412-6329-4ec0-ba54-dc456198faf9,b7a74162-ac85-453d-bcaf-ae9c49dc9ef5,EMP000349,Product Analyst,Analytics,Junior,Contract,Hybrid,St. Louis,MO,USA,12/13/2023,12/26/2023,05/13/2024,11/23/2025,USD,113146.0,OPT,Direct Apply,2025-10-25
350,fc7cdb69-ca4a-452e-8f04-23ed308e962d,014f4a41-a302-4de2-bc3e-338fad248292,EMP000350,Software Engineer,Quality,Junior,Internship,Remote,Boston,MA,USA,11/29/2022,12/02/2022,04/18/2023,04/05/2025,USD,117705.0,OPT,Handshake,2025-10-25
351,68c9bef5-0838-481f-855a-ae613e64290f,2fa36a42-59fa-495a-bb91-404e285964a0,EMP000351,Software Engineer,Quality,Junior,Full-time,Hybrid,Austin,TX,USA,05/11/2023,05/20/2023,10/24/2023,01/29/2025,USD,91610.0,OPT,LinkedIn,2025-10-25
352,f58b532e-f084-48c9-9610-ac573321cac9,ed2909c0-6a20-4f82-9dda-af8e17563714,EMP000352,Business Analyst,Engineering,Senior,Full-time,Hybrid,Bengaluru,NA,India,01/22/2023,02/01/2023,07/21/2023,09/01/2024,USD,123949.0,PR,Referral,2025-10-25
353,987ce639-0f27-40f7-9a26-097932250615,c0e4b5f5-ee06-4793-85e3-d159ca78b46c,EMP000353,Cloud Engineer,Security,Intern,Internship,Remote,Dallas,TX,USA,05/06/2025,05/12/2025,10/22/2025,12/31/2026,USD,109209.0,Citizen,Career Fair,2025-10-25
354,6682431c-8475-4282-b5d5-6a42647f13db,f93ca089-a58f-45f4-a369-668f64e48f09,EMP000354,Data Analyst,Analytics,Mid,Contract,On-site,Hyderabad,NA,India,01/18/2024,01/22/2024,08/10/2024,04/05/2026,USD,101815.0,OPT,LinkedIn,2025-10-25
355,d9f7c8ad-a45d-43af-aaf9-74d64af916c9,367fc75f-343a-409e-b6eb-bf76f9d7bba3,EMP000355,ML Engineer,Quality,Intern,Contract,On-site,St. Louis,MO,USA,03/18/2024,03/20/2024,08/03/2024,10/12/2025,USD,108939.0,OPT,Referral,2025-10-25
356,470d7b71-db39-4614-bc48-83aca0af1324,737466ca-2cc8-4769-9b3a-9bfa06212196,EMP000356,Data Engineer,Analytics,Intern,Full-time,Remote,Dallas,TX,USA,02/10/2023,02/13/2023,09/13/2023,12/14/2024,USD,110663.0,STEM OPT,Handshake,2025-10-25
357,e8167d05-05a0-4aab-bf78-40bfac73460d,ca14aede-77ee-416d-8d72-b173536793d1,EMP000357,Software Engineer,Quality,Mid,Contract,On-site,Boston,MA,USA,05/16/2023,05/29/2023,08/25/2023,04/11/2025,USD,102579.0,OPT,Referral,2025-10-25
358,c9c0c15d-fa32-446f-b3e7-689e5dad1894,525c42c6-79e7-416c-a4af-0f5080826a7c,EMP000358,Cloud Engineer,Security,Senior,Full-time,Hybrid,Hyderabad,NA,India,03/08/2022,03/22/2022,07/27/2022,12/24/2023,USD,111379.0,Other,Career Fair,2025-10-25
359,ee83d3b8-588d-433b-8913-cdfc3fe5e534,7d9404a5-9853-4d23-84f5-c8126b2f376f,EMP000359,ML Engineer,Security,Junior,Full-time,Remote,Seattle,WA,USA,07/31/2022,08/01/2022,12/10/2022,04/04/2024,USD,112756.0,STEM OPT,LinkedIn,2025-10-25
360,3d1217da-538a-4da0-a6bf-6fc5f91476a0,6ebc23d4-6b0c-49b9-8f47-0db47df08c2a,EMP000360,ML Engineer,Product,Senior,Internship,Hybrid,New York,NY,USA,10/07/2022,10/13/2022,04/14/2023,09/22/2024,USD,108994.0,STEM OPT,Referral,2025-10-25
361,6126c03c-fc49-43cd-a437-b5209a80c0fc,2518a2f1-1a45-4b3c-8b2f-2ee11f9b197e,EMP000361,Data Engineer,Analytics,Mid,Contract,Hybrid,St. Louis,MO,USA,03/23/2022,04/06/2022,08/19/2022,01/28/2024,USD,127121.0,H1B,Handshake,2025-10-25
362,ef55e10a-01d9-4f88-bba5-c898db4f3db4,535e0510-97a3-449f-9133-65ea528c151e,EMP000362,Software Engineer,Quality,Mid,Contract,On-site,Bengaluru,NA,India,06/17/2022,06/28/2022,11/10/2022,01/14/2024,USD,102020.0,OPT,Direct Apply,2025-10-25
363,e73af639-f1b0-4a3e-b314-72c668ab7893,ca26c235-b661-499b-9926-65cc6b7e42da,EMP000363,Business Analyst,Engineering,Junior,Internship,Remote,Dallas,TX,USA,03/21/2022,03/21/2022,07/23/2022,04/30/2024,USD,108093.0,OPT,Handshake,2025-10-25
364,9c35d660-1298-4d10-95a0-26acb276b71f,bf2e7b07-ed73-4b6f-94d1-a34b5b6f4a01,EMP000364,QA Engineer,Consulting,Senior,Internship,On-site,Hyderabad,NA,India,03/13/2023,03/14/2023,05/04/2023,01/23/2025,USD,93541.0,STEM OPT,Handshake,2025-10-25
365,33814065-395f-42c3-a63d-96e2a8379fd5,47c845d8-7ff1-4850-a24f-5cb5720ce020,EMP000365,Data Engineer,Engineering,Intern,Full-time,On-site,Austin,TX,USA,05/12/2025,05/24/2025,12/06/2025,12/31/2026,USD,100464.0,OPT,Referral,2025-10-25
366,673a4c2d-1429-4378-ad09-a13fd12efa7f,6f73daee-0975-4a66-86ca-a09fdbee9a14,EMP000366,Software Engineer,Analytics,Intern,Full-time,On-site,Seattle,WA,USA,09/30/2022,10/09/2022,04/19/2023,04/13/2025,USD,106841.0,PR,Direct Apply,2025-10-25
367,84fa5f20-fbb1-4898-8c66-3a53f8ccd2a1,ee3f6e82-3350-472d-acda-52ad7baeecc1,EMP000367,QA Engineer,Quality,Mid,Contract,Remote,Bengaluru,NA,India,04/21/2021,05/05/2021,08/22/2021,01/12/2023,USD,105537.0,STEM OPT,Handshake,2025-10-25
368,7fd3a6d8-21a6-40fe-ace4-b5c91daf7c29,f2609884-d4ff-474f-8446-8c2c3f1ec672,EMP000368,Business Analyst,Engineering,Mid,Full-time,Remote,Austin,TX,USA,03/22/2025,04/01/2025,10/22/2025,10/27/2026,USD,107211.0,PR,Career Fair,2025-10-25
369,73bd4d7c-374d-426b-a07f-58debd72be6b,5828f3d9-ed8e-4103-9449-f56ea74ed6d3,EMP000369,Data Engineer,Consulting,Junior,Contract,Remote,St. Louis,MO,USA,02/19/2026,03/03/2026,05/20/2026,12/31/2026,USD,124068.0,PR,Direct Apply,2025-10-25
370,856cf1c5-70d7-40c9-89d4-5e9746951051,a281b67f-4eba-4954-bbf8-302a2991a686,EMP000370,QA Engineer,Quality,Junior,Full-time,On-site,Bengaluru,NA,India,03/25/2025,04/03/2025,12/10/2025,12/31/2026,USD,97572.0,OPT,Career Fair,2025-10-25
371,badfe199-203e-43ef-8bfb-9c0f5c4e60e5,564ce6d9-b55f-4cd2-b8c6-6ca2044fd188,EMP000371,Data Engineer,Analytics,Senior,Contract,On-site,Chicago,IL,USA,01/23/2025,02/01/2025,05/14/2025,12/31/2026,USD,135655.0,PR,Referral,2025-10-25
372,75ba36df-07a0-45e5-b47a-64162e1cc109,e38419f8-522f-4539-af5f-80435c1b099e,EMP000372,Associate Consultant,Analytics,Mid,Internship,On-site,Boston,MA,USA,01/02/2024,01/09/2024,05/30/2024,10/16/2025,USD,109509.0,OPT,Direct Apply,2025-10-25
373,3fa40917-0227-42f4-9d04-a21e6a83c00e,17627917-0377-4917-ac73-ca53e2054da5,EMP000373,Data Engineer,Quality,Mid,Full-time,On-site,Dallas,TX,USA,03/31/2024,04/14/2024,11/05/2024,05/18/2026,USD,93262.0,STEM OPT,Referral,2025-10-25
374,5aeee0f6-abc7-4de7-9bf7-4c198552e415,eb52876f-492c-4c06-934f-f791407f7a6f,EMP000374,Cloud Engineer,Quality,Mid,Full-time,Remote,Seattle,WA,USA,11/28/2022,11/29/2022,05/28/2023,02/08/2025,USD,128600.0,Citizen,Referral,2025-10-25
375,714571c9-f69d-4a8c-a84f-78be2b732975,23103f27-d0a6-408b-98c0-6ccf54f07f72,EMP000375,Security Analyst,Analytics,Intern,Full-time,On-site,Austin,TX,USA,06/05/2024,06/05/2024,09/04/2024,07/28/2026,USD,136362.0,PR,Handshake,2025-10-25
376,d94fed04-cc8e-412e-b9b8-c64a598153d3,3eb7abf9-530a-44e8-bbc3-2ef5e49ab42a,EMP000376,Data Engineer,Security,Mid,Full-time,Remote,Hyderabad,NA,India,06/14/2025,06/23/2025,08/30/2025,12/31/2026,USD,94785.0,OPT,Career Fair,2025-10-25
377,512e822f-54c8-4208-9310-200be5dcc2d9,162f2637-0ae8-44ca-9db6-54cf8a7fd7cf,EMP000377,Cloud Engineer,Security,Junior,Internship,On-site,St. Louis,MO,USA,07/05/2024,07/06/2024,10/28/2024,02/25/2026,USD,138941.0,Citizen,LinkedIn,2025-10-25
378,65cf8173-a62c-4928-ac62-31e7a909a472,483ba219-6d89-47e4-96fe-10c57fe620e4,EMP000378,ML Engineer,Security,Intern,Full-time,Remote,New York,NY,USA,06/06/2025,06/14/2025,12/13/2025,12/31/2026,USD,117625.0,OPT,Direct Apply,2025-10-25
379,7dca41f7-89c7-4867-9422-2fb5db460abf,33cca581-e07f-4527-975c-dbd27f7adcb6,EMP000379,Business Analyst,Security,Mid,Internship,Hybrid,Chicago,IL,USA,02/17/2024,02/22/2024,05/25/2024,03/03/2026,USD,90220.0,OPT,LinkedIn,2025-10-25
380,c06c2769-4ffd-4957-8f09-f7f4d14f8b10,e3339728-4c0d-42d3-a1f0-244fe53b18e3,EMP000380,Business Analyst,Analytics,Intern,Internship,On-site,New York,NY,USA,04/28/2024,05/11/2024,10/21/2024,01/16/2026,USD,124273.0,Citizen,Referral,2025-10-25
381,6559d028-4570-4fad-9ec0-8037d2b8adee,0c123ef2-68c1-46f5-bee8-76b1589f8de9,EMP000381,Security Analyst,Consulting,Mid,Contract,On-site,St. Louis,MO,USA,05/17/2022,05/17/2022,11/09/2022,06/09/2024,USD,93998.0,OPT,Referral,2025-10-25
382,6cac96a6-032b-49eb-96b9-d09dd33157e4,1eb7f75d-de8b-45f3-96e6-cc4ba2c7cad7,EMP000382,Cloud Engineer,Quality,Mid,Full-time,Remote,Bengaluru,NA,India,07/19/2025,07/26/2025,11/01/2025,12/31/2026,USD,139334.0,Citizen,LinkedIn,2025-10-25
383,be93c1c6-d8ad-48f2-8fda-f9f3e6de4e9b,c1f36198-559c-4285-8cf1-344205b1b7ba,EMP000383,Security Analyst,Consulting,Junior,Internship,On-site,Chicago,IL,USA,10/06/2021,10/13/2021,05/09/2022,06/27/2023,USD,106946.0,H1B,LinkedIn,2025-10-25
384,7dd59c92-de58-47fb-98e9-0b129e96a56d,91b4c731-de25-4ac2-9fa8-2d66d81301bd,EMP000384,QA Engineer,Quality,Mid,Full-time,Remote,Chicago,IL,USA,04/12/2024,04/14/2024,08/16/2024,07/03/2026,USD,112466.0,STEM OPT,Direct Apply,2025-10-25
385,d25fafff-14e9-44a9-84ae-0c0c8bfabfff,46077678-c5ac-44f0-8c55-ce04ab87e2c8,EMP000385,ML Engineer,Consulting,Intern,Full-time,Remote,Austin,TX,USA,09/01/2023,09/06/2023,10/21/2023,12/18/2024,USD,100791.0,OPT,Handshake,2025-10-25
386,3873c999-0965-4c9d-b032-8848bb642d0f,87332088-b27f-472d-8b67-9aa4fdc54db9,EMP000386,Security Analyst,Engineering,Intern,Full-time,Remote,Dallas,TX,USA,10/23/2024,11/02/2024,04/23/2025,12/31/2026,USD,93165.0,OPT,Direct Apply,2025-10-25
387,6eeb64d6-aa07-4ff2-bffa-6ee008176e9c,9b977da9-ce41-4e29-a597-787c34c0ac74,EMP000387,ML Engineer,Consulting,Mid,Internship,On-site,Dallas,TX,USA,05/01/2022,05/13/2022,10/17/2022,09/28/2024,USD,106848.0,STEM OPT,Handshake,2025-10-25
388,e1fa76b7-80c7-4b6c-9178-810fb2d0c801,76b6443d-5893-41f4-9521-e45c41b6a56d,EMP000388,Product Analyst,Security,Intern,Contract,Remote,Dallas,TX,USA,06/05/2024,06/15/2024,11/26/2024,12/09/2025,USD,105745.0,PR,Career Fair,2025-10-25
389,be3ec7ac-21b9-43d4-9a6c-fc79c386857a,bf2eff45-0cb9-4bb0-83cd-724926169fca,EMP000389,Associate Consultant,Engineering,Junior,Full-time,Remote,New York,NY,USA,06/14/2022,06/28/2022,07/30/2022,12/13/2023,USD,93591.0,OPT,Career Fair,2025-10-25
390,1c1bcf75-f0ed-4c1a-ae11-431ff1adbb81,f3094218-28e3-4f18-82a4-8d8fa0da1b0f,EMP000390,ML Engineer,Quality,Mid,Contract,Hybrid,New York,NY,USA,11/12/2021,11/20/2021,06/11/2022,02/24/2024,USD,100755.0,OPT,Handshake,2025-10-25
391,c27af07e-07f9-4cf4-9fc0-0c00cc43c940,5d5ce9f1-2965-4acb-ad33-69787cf9611d,EMP000391,QA Engineer,Quality,Senior,Contract,Hybrid,St. Louis,MO,USA,03/12/2026,03/14/2026,08/15/2026,12/31/2026,USD,115624.0,STEM OPT,Career Fair,2025-10-25
392,f5269bdf-e425-4826-802e-fa8968dc7fdd,55192954-471a-4ec5-9cc3-55c748ea3d1d,EMP000392,ML Engineer,Quality,Intern,Full-time,On-site,Hyderabad,NA,India,10/05/2022,10/05/2022,06/07/2023,05/31/2025,USD,94006.0,OPT,LinkedIn,2025-10-25
393,71f0430a-3fe1-4ce7-a0db-8c07b8ff907f,aaca3cb5-3684-41ec-83a1-64f3828ea583,EMP000393,Product Analyst,Security,Junior,Contract,Hybrid,Dallas,TX,USA,05/01/2024,05/15/2024,11/23/2024,05/04/2026,USD,119157.0,STEM OPT,Handshake,2025-10-25
394,7d7c1ad3-d510-4ca0-b380-91e181ebaee3,ce371cdc-e600-400b-9262-9686e872e2f4,EMP000394,Business Analyst,Product,Senior,Contract,Hybrid,Hyderabad,NA,India,04/08/2023,04/15/2023,09/04/2023,12/31/2024,USD,113322.0,OPT,Handshake,2025-10-25
395,27bb1995-b45f-4371-8a7d-ca9e26070d0a,b4d9c56c-e3d9-46d8-a0f6-77a6ee46331d,EMP000395,Data Analyst,Security,Junior,Full-time,Hybrid,Boston,MA,USA,10/11/2024,10/21/2024,05/31/2025,12/31/2026,USD,112710.0,Citizen,Direct Apply,2025-10-25
396,aff549eb-028a-402e-8395-e333f0615ed8,9ed1afea-9f84-4eee-a9a4-012c37ea8336,EMP000396,Data Analyst,Quality,Junior,Contract,On-site,New York,NY,USA,01/17/2025,01/18/2025,08/31/2025,12/31/2026,USD,114743.0,Citizen,LinkedIn,2025-10-25
397,6e0dcd4a-e1a2-40b7-9f66-0e4d22ae2555,37ab6d52-bcc4-4fdd-9264-8e27553c0b6e,EMP000397,Data Analyst,Analytics,Senior,Full-time,Remote,Seattle,WA,USA,02/23/2022,02/26/2022,05/12/2022,03/16/2024,USD,103294.0,OPT,Career Fair,2025-10-25
398,32825e6f-2301-45d8-a4cf-ead374a615f3,05f45b25-9592-441a-b352-786673e97fe6,EMP000398,ML Engineer,Product,Mid,Internship,Hybrid,Chicago,IL,USA,09/13/2026,09/21/2026,11/23/2026,12/31/2026,USD,102182.0,OPT,Direct Apply,2025-10-25
399,de0cf836-bac3-4e5a-aee5-7c6957471747,13ca80e4-99b8-496e-887b-eead062964d2,EMP000399,Business Analyst,Product,Mid,Full-time,On-site,Austin,TX,USA,04/07/2025,04/09/2025,08/21/2025,12/31/2026,USD,115426.0,STEM OPT,Direct Apply,2025-10-25
400,d2b06b33-eac3-4610-8ea2-94a6ffaf06ec,931edaaa-518e-4171-a1b4-2307f12fde24,EMP000400,Associate Consultant,Quality,Junior,Full-time,Hybrid,New York,NY,USA,06/14/2021,06/16/2021,09/12/2021,12/25/2022,USD,135438.0,Citizen,Career Fair,2025-10-25
401,7d2379a2-6433-4e83-8f58-99d6b5397ec9,8f4ad8a4-c2d7-4d64-b7ae-46c1036f3bf9,EMP000401,Product Analyst,Analytics,Junior,Contract,On-site,Austin,TX,USA,02/14/2026,02/15/2026,07/20/2026,12/31/2026,USD,105953.0,STEM OPT,Handshake,2025-10-25
402,3a26c363-f836-4ca3-a0c8-52d239a76359,1942a422-40f7-4074-b669-0ffbe9dcaf04,EMP000402,QA Engineer,Engineering,Intern,Internship,Hybrid,Seattle,WA,USA,04/21/2022,04/23/2022,08/13/2022,02/10/2024,USD,119514.0,Citizen,LinkedIn,2025-10-25
403,05fdf4fe-44fd-4f03-90dd-ce15af06be15,f8485f3b-d5f3-4283-8df0-fedbfd2d067e,EMP000403,Data Engineer,Engineering,Mid,Full-time,Remote,Chicago,IL,USA,02/14/2024,02/23/2024,08/13/2024,04/02/2026,USD,120821.0,STEM OPT,Career Fair,2025-10-25
404,7608d65c-d858-407c-88e9-35e6c1ed2ec5,532b4f4f-6e9a-4401-9c12-1a75c2a9271f,EMP000404,ML Engineer,Analytics,Intern,Contract,Hybrid,St. Louis,MO,USA,06/22/2026,07/03/2026,11/02/2026,12/31/2026,USD,115051.0,H1B,Handshake,2025-10-25
405,58bbb3bd-25af-4f38-99de-e112563ccac1,e61da39f-bc60-4ce0-8efc-3e68dc6a8c8f,EMP000405,Data Engineer,Security,Intern,Internship,On-site,Austin,TX,USA,03/19/2022,03/24/2022,08/02/2022,11/28/2023,USD,105039.0,OPT,LinkedIn,2025-10-25
406,afc2cad2-d8ab-4502-a324-013fd931ca6f,15450512-9e79-4451-a40b-d6e53f99eaea,EMP000406,Data Analyst,Engineering,Senior,Full-time,On-site,Boston,MA,USA,10/30/2023,11/01/2023,04/19/2024,12/15/2025,USD,112044.0,Citizen,Referral,2025-10-25
407,84199015-fe31-4e73-bb6b-7fccd792db98,e8688fa8-34af-42fa-866e-021a38a4b561,EMP000407,Software Engineer,Security,Mid,Full-time,Hybrid,St. Louis,MO,USA,01/11/2025,01/23/2025,07/27/2025,11/14/2026,USD,94915.0,OPT,Direct Apply,2025-10-25
408,cae64e44-6f58-4e3f-9ba9-afc9b9702a13,4fbf09cb-cdd7-4be7-820a-a20cedc698fb,EMP000408,Data Engineer,Security,Junior,Internship,Hybrid,Seattle,WA,USA,06/04/2021,06/05/2021,11/29/2021,08/22/2023,USD,109043.0,OPT,Career Fair,2025-10-25
409,3ac7e30e-cfae-4638-a138-e2616fed2cc1,c72a4888-8a32-4442-bfb1-793685e00dd5,EMP000409,Product Analyst,Engineering,Junior,Internship,Hybrid,Bengaluru,NA,India,06/13/2021,06/18/2021,08/08/2021,01/18/2023,USD,113116.0,STEM OPT,Handshake,2025-10-25
410,c4a58765-f2df-41e7-af94-fc4e103f345e,c315da40-7bc1-46e9-bea3-6ae837af2982,EMP000410,Security Analyst,Consulting,Intern,Contract,Remote,New York,NY,USA,01/27/2026,02/07/2026,08/07/2026,12/31/2026,USD,132722.0,Citizen,Career Fair,2025-10-25
411,23f52dee-e45c-4760-a352-b32f6c5c3360,ab6febf0-4ec6-4ec1-b37d-243b1bd4c51a,EMP000411,Software Engineer,Engineering,Senior,Full-time,On-site,New York,NY,USA,12/14/2023,12/24/2023,05/13/2024,02/11/2026,USD,119335.0,H1B,Career Fair,2025-10-25
412,abd0e71b-3611-4062-8a44-5523c9dc752c,f14ff0c0-6187-418e-9680-268cd6223f80,EMP000412,ML Engineer,Engineering,Junior,Internship,On-site,St. Louis,MO,USA,08/13/2023,08/23/2023,11/15/2023,03/22/2025,USD,86172.0,OPT,LinkedIn,2025-10-25
413,a723749b-4841-490b-8ff8-ee6a89343566,bd43989a-e04b-4296-8cb6-0be96dc8a3be,EMP000413,Product Analyst,Engineering,Mid,Internship,On-site,New York,NY,USA,01/13/2024,01/21/2024,08/31/2024,06/04/2026,USD,111750.0,OPT,Referral,2025-10-25
414,15a87d36-51fc-4540-b703-45cd741c119e,b11a4075-cea5-4427-809f-a215aaaf9368,EMP000414,Security Analyst,Product,Senior,Contract,On-site,Hyderabad,NA,India,08/21/2026,08/21/2026,12/03/2026,12/31/2026,USD,116495.0,STEM OPT,Referral,2025-10-25
415,78915cee-9453-4e2e-b534-fced2710d36c,0be25a2a-62a3-4e47-bb24-039e7d7b1e65,EMP000415,Data Analyst,Consulting,Intern,Full-time,On-site,Hyderabad,NA,India,01/01/2025,01/05/2025,08/23/2025,08/23/2026,USD,116229.0,Other,Handshake,2025-10-25
416,6412059c-7cc5-4419-9870-baa52956b00a,be35fb34-efa9-461d-b53f-d2d31de3d731,EMP000416,Business Analyst,Quality,Senior,Internship,Hybrid,St. Louis,MO,USA,07/27/2021,08/06/2021,11/01/2021,03/26/2023,USD,100270.0,STEM OPT,Career Fair,2025-10-25
417,b7d99bc4-f370-4e39-92a7-32dda068f3e1,512462e3-50bd-41fd-97ab-2859b92daed6,EMP000417,Data Analyst,Analytics,Junior,Contract,Hybrid,Hyderabad,NA,India,04/01/2022,04/09/2022,08/02/2022,05/01/2024,USD,90890.0,STEM OPT,Referral,2025-10-25
418,24c7b5a3-f007-4f82-bb61-787998c9c491,b967e1fe-9d30-48d1-a605-03777d674928,EMP000418,Business Analyst,Consulting,Senior,Full-time,Hybrid,St. Louis,MO,USA,04/24/2023,04/24/2023,07/23/2023,06/13/2025,USD,105645.0,PR,Direct Apply,2025-10-25
419,097d51a7-ae3f-4bd5-a7aa-f4545f1be2f0,4535bf5b-4e94-4df0-9caf-577888062227,EMP000419,Product Analyst,Consulting,Junior,Full-time,Hybrid,New York,NY,USA,12/09/2020,12/09/2020,06/03/2021,05/26/2023,USD,115435.0,H1B,Career Fair,2025-10-25
420,7c42ce00-030c-4cf3-984f-386624c391f0,d5293f96-fc8a-4da5-83dd-e500642bb722,EMP000420,QA Engineer,Engineering,Intern,Full-time,Remote,Boston,MA,USA,03/03/2024,03/17/2024,08/28/2024,07/23/2026,USD,91176.0,OPT,Handshake,2025-10-25
421,a3bb2eb6-2c6d-463a-9d63-fc2a20b2f444,5f4ccebe-4b47-4656-a1e2-db76244a4c82,EMP000421,Product Analyst,Quality,Senior,Full-time,Hybrid,Dallas,TX,USA,06/20/2023,06/27/2023,12/10/2023,03/24/2025,USD,100993.0,OPT,Direct Apply,2025-10-25
422,443ddc3e-6878-4746-afe7-bf4b98fa0287,489c8b4b-b428-473b-9bd1-574c44a53e00,EMP000422,Security Analyst,Security,Senior,Full-time,On-site,Seattle,WA,USA,03/04/2025,03/16/2025,05/25/2025,06/22/2026,USD,137901.0,Citizen,LinkedIn,2025-10-25
423,2dca5a81-9099-44a8-93e7-7be709a35797,b20246c1-2a9b-4567-bf8e-5d56a33c96a5,EMP000423,Cloud Engineer,Security,Senior,Contract,On-site,Dallas,TX,USA,05/22/2024,05/29/2024,08/31/2024,08/22/2026,USD,101628.0,H1B,Career Fair,2025-10-25
424,5d448707-aa9d-4b8b-9b78-e15f7d604932,d51226af-b704-4776-9e36-74e71cbbb526,EMP000424,Data Engineer,Engineering,Senior,Internship,Hybrid,Dallas,TX,USA,02/13/2024,02/14/2024,08/01/2024,01/04/2026,USD,120245.0,Other,Direct Apply,2025-10-25
425,3d06123e-964e-455c-aa37-de0074443692,401ecea4-0d9f-4703-9651-64ea2d11bf15,EMP000425,Associate Consultant,Security,Mid,Internship,On-site,Hyderabad,NA,India,04/18/2025,04/24/2025,09/05/2025,12/31/2026,USD,91199.0,OPT,Referral,2025-10-25
426,06603cb0-4dff-42dd-8ec6-a8d87efc4111,bbdeaaec-29ff-436e-b5fe-b8580fa7a428,EMP000426,Business Analyst,Engineering,Intern,Contract,On-site,Dallas,TX,USA,07/31/2022,08/02/2022,11/28/2022,02/29/2024,USD,89939.0,OPT,Referral,2025-10-25
427,3c8e3849-0142-49cb-82c6-01808b74ef5e,a4dd7d24-945a-46f1-9d2f-0627c9604746,EMP000427,ML Engineer,Quality,Junior,Full-time,Hybrid,Chicago,IL,USA,02/28/2022,03/06/2022,07/17/2022,12/14/2023,USD,101139.0,STEM OPT,Direct Apply,2025-10-25
428,7e612054-5d61-4f6c-8323-52ae9614a534,3c43c222-b5e1-4589-9c71-132c21dd4209,EMP000428,ML Engineer,Quality,Mid,Internship,Remote,Boston,MA,USA,05/09/2022,05/21/2022,08/08/2022,10/16/2023,USD,112249.0,STEM OPT,LinkedIn,2025-10-25
429,015db0ca-a1af-40e5-bfaa-c0dda17cc844,4e7d824a-d100-4113-8f3c-f7998d1e217d,EMP000429,Security Analyst,Security,Senior,Internship,Hybrid,Chicago,IL,USA,04/16/2024,04/29/2024,11/01/2024,10/13/2026,USD,109032.0,OPT,LinkedIn,2025-10-25
430,8f8d2173-0deb-48c2-83bc-5125d0170b5d,744060c9-42c7-4770-a400-4cf31a8c5eeb,EMP000430,Business Analyst,Security,Intern,Full-time,Hybrid,Dallas,TX,USA,01/08/2022,01/13/2022,08/14/2022,02/28/2024,USD,116424.0,OPT,Career Fair,2025-10-25
431,173bc897-10a9-4f84-a153-88ba46ff355b,6f041af1-743a-445e-85cf-0e32ffbc5d81,EMP000431,Data Engineer,Analytics,Junior,Full-time,Hybrid,St. Louis,MO,USA,11/04/2024,11/18/2024,06/08/2025,12/31/2026,USD,119694.0,OPT,Direct Apply,2025-10-25
432,bc74fd9a-b15f-434e-ab4d-2382d0b8ba98,4d391a00-9b7b-4f0d-b17e-250be8d9e1c8,EMP000432,Security Analyst,Product,Senior,Full-time,Hybrid,Hyderabad,NA,India,02/01/2025,02/13/2025,08/29/2025,12/31/2026,USD,94162.0,OPT,Handshake,2025-10-25
