serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
270,b3869208-1751-4ad1-922b-3e490066de57,Employer 0270,Retail,E-commerce,Large,Austin,TX,USA,https://www.example270.com,https://www.linkedin.com/company/example-270,0,0,Sponsorship,Gold,Prospect,11/06/2022,Alex270 Reed270,Talent Partner,contact270@example.com,+18479453374
271,cc6880fd-db3c-4d71-839e-3204622af910,Employer 0271,Technology,Cloud/Software,Large,Bengaluru,NA,India,https://www.example271.com,https://www.linkedin.com/company/example-271,0,0,Donor,Bronze,Inactive,06/28/2020,Alex271 Reed271,Recruiter,contact271@example.com,+17508172824
272,776aba35-ecea-47fa-bba6-f033541b7afc,Employer 0272,Finance,Banking,Small,Austin,TX,USA,https://www.example272.com,https://www.linkedin.com/company/example-272,0,0,Donor,Bronze,Prospect,06/27/2020,Alex272 Reed272,Talent Partner,contact272@example.com,+14303822074
273,440e2052-f166-4a0b-95ba-7eb33d5cb6dd,Employer 0273,Retail,E-commerce,Enterprise,Chicago,IL,USA,https://www.example273.com,https://www.linkedin.com/company/example-273,0,0,Sponsorship,Bronze,Prospect,01/15/2021,Alex273 Reed273,Talent Partner,contact273@example.com,+13412931226
274,7e3df78e-8684-47c6-b81e-8e5be79c1f9c,Employer 0274,Consulting,IT Services,Large,Dublin,NA,Ireland,https://www.example274.com,https://www.linkedin.com/company/example-274,0,0,Hiring,Gold,Prospect,12/04/2024,Alex274 Reed274,HR Manager,contact274@example.com,+18457564930
275,4cc54dc7-94b6-40a9-8854-ea8ffd013383,Employer 0275,Retail,E-commerce,Medium,St. Louis,MO,USA,https://www.example275.com,https://www.linkedin.com/company/example-275,0,0,Academic,Bronze,Inactive,06/15/2025,Alex275 Reed275,Recruiter,contact275@example.com,+13448673380
276,3e7d31db-eb83-4409-815c-3f10261e02b2,Employer 0276,Logistics,Supply Chain,Small,New York,NY,USA,https://www.example276.com,https://www.linkedin.com/company/example-276,0,0,Sponsorship,Silver,Inactive,08/12/2022,Alex276 Reed276,HR Manager,contact276@example.com,+16389238511
277,76edcdd9-0993-4fa0-b4e9-44a138a4e06a,Employer 0277,Finance,Banking,Enterprise,Dallas,TX,USA,https://www.example277.com,https://www.linkedin.com/company/example-277,0,0,Mentorship,Bronze,Active,07/11/2021,Alex277 Reed277,Recruiter,contact277@example.com,+16205768298
278,31590c13-df0f-4b3f-a591-6809fa356874,Employer 0278,Energy,Utilities,Medium,Austin,TX,USA,https://www.example278.com,https://www.linkedin.com/company/example-278,0,0,Sponsorship,Bronze,Active,12/06/2025,Alex278 Reed278,HR Manager,contact278@example.com,+17555994445
279,ad51e7a1-c605-4295-b107-99a97c89bae2,Employer 0279,Logistics,Supply Chain,Enterprise,New York,NY,USA,https://www.example279.com,https://www.linkedin.com/company/example-279,0,0,Sponsorship,Silver,Inactive,11/14/2026,Alex279 Reed279,HR Manager,contact279@example.com,+16198591019
280,3f92dd2c-6a79-41d2-bfa7-f59c02ff4244,Employer 0280,Energy,Utilities,Large,Chicago,IL,USA,https://www.example280.com,https://www.linkedin.com/company/example-280,0,0,Academic,Gold,Inactive,03/13/2021,Alex280 Reed280,HR Manager,contact280@example.com,+12119251665
281,b39d0771-11e4-4945-9453-9430fb473840,Employer 0281,Finance,Banking,Large,New York,NY,USA,https://www.example281.com,https://www.linkedin.com/company/example-281,0,0,Mentorship,Gold,Prospect,12/18/2020,Alex281 Reed281,University Relations,contact281@example.com,+15203539331
282,7ff625d2-7daa-4bda-9f35-da0faa8c2142,Employer 0282,Education,University,Medium,San Jose,CA,USA,https://www.example282.com,https://www.linkedin.com/company/example-282,0,1,Mentorship,Gold,Inactive,10/13/2022,Alex282 Reed282,HR Manager,contact282@example.com,+12473643536
283,8f9cc6c7-427e-4147-bb17-eabdc0a6b794,Employer 0283,Government,Public Sector,Medium,Boston,MA,USA,https://www.example283.com,https://www.linkedin.com/company/example-283,0,0,Academic,Bronze,Inactive,11/25/2024,Alex283 Reed283,University Relations,contact283@example.com,+13075519040
284,5dca94fe-299b-43ae-9054-e646d176a40c,Employer 0284,Finance,Banking,Small,Boston,MA,USA,https://www.example284.com,https://www.linkedin.com/company/example-284,0,0,Sponsorship,Silver,Active,11/23/2021,Alex284 Reed284,University Relations,contact284@example.com,+16612941234
285,279f1342-8efb-4646-9b2b-369dabc2e7cb,Employer 0285,Manufacturing,Industrial,Small,Dublin,NA,Ireland,https://www.example285.com,https://www.linkedin.com/company/example-285,0,0,Hiring,Silver,Inactive,07/30/2022,Alex285 Reed285,University Relations,contact285@example.com,+15679615930
286,77025e5d-c08e-47a9-a0f6-9083e83b6355,Employer 0286,Retail,E-commerce,Large,Seattle,WA,USA,https://www.example286.com,https://www.linkedin.com/company/example-286,0,0,None,Gold,Active,03/15/2024,Alex286 Reed286,Talent Partner,contact286@example.com,+16082055848
287,1f047d30-ef93-404d-9769-f2659893f4de,Employer 0287,Retail,E-commerce,Small,Austin,TX,USA,https://www.example287.com,https://www.linkedin.com/company/example-287,0,0,Mentorship,Silver,Prospect,09/27/2026,Alex287 Reed287,HR Manager,contact287@example.com,+16544354845
288,87c8a391-9774-4cb5-873a-a55e9ebf6109,Employer 0288,Logistics,Supply Chain,Medium,New York,NY,USA,https://www.example288.com,https://www.linkedin.com/company/example-288,0,0,Donor,Bronze,Prospect,02/14/2021,Alex288 Reed288,Recruiter,contact288@example.com,+17035733600
289,d1d6224a-f6c7-4a93-aa66-89c20f0258fe,Employer 0289,Retail,E-commerce,Small,Chicago,IL,USA,https://www.example289.com,https://www.linkedin.com/company/example-289,0,0,Donor,Silver,Inactive,11/02/2025,Alex289 Reed289,HR Manager,contact289@example.com,+13669593868
290,d2b6be66-b8e2-44d4-a9ed-5eb90539f6ab,Employer 0290,Retail,E-commerce,Large,St. Louis,MO,USA,https://www.example290.com,https://www.linkedin.com/company/example-290,0,0,Academic,Silver,Inactive,03/29/2023,Alex290 Reed290,University Relations,contact290@example.com,+16169245464
291,7ceecc2c-c8bd-4c22-8349-46f855a9919a,Employer 0291,Technology,Cloud/Software,Large,London,NA,UK,https://www.example291.com,https://www.linkedin.com/company/example-291,0,0,Sponsorship,Bronze,Prospect,11/05/2023,Alex291 Reed291,Recruiter,contact291@example.com,+15374494636
292,0369bbcc-60d7-4e40-b6da-bf2a496b44fa,Employer 0292,Finance,Banking,Large,Chicago,IL,USA,https://www.example292.com,https://www.linkedin.com/company/example-292,0,0,Mentorship,Gold,Active,08/03/2025,Alex292 Reed292,HR Manager,contact292@example.com,+16404132850
293,ada4553e-aea4-4cd7-91ca-9c802d39e194,Employer 0293,Energy,Utilities,Enterprise,Austin,TX,USA,https://www.example293.com,https://www.linkedin.com/company/example-293,0,0,Hiring,Gold,Inactive,04/05/2024,Alex293 Reed293,Recruiter,contact293@example.com,+17053976481
294,c381c1cd-7754-44d9-b069-a6cd4e6067dc,Employer 0294,Finance,Banking,Enterprise,Dallas,TX,USA,https://www.example294.com,https://www.linkedin.com/company/example-294,0,0,Academic,Silver,Active,09/11/2021,Alex294 Reed294,Recruiter,contact294@example.com,+14175058407
295,9d264e5d-02bb-4479-8865-8a75e9074cd9,Employer 0295,Consulting,IT Services,Enterprise,Toronto,ON,Canada,https://www.example295.com,https://www.linkedin.com/company/example-295,0,0,Sponsorship,Bronze,Active,06/15/2024,Alex295 Reed295,University Relations,contact295@example.com,+13734414982
296,df9ccf35-219f-4468-9a0f-673bedc3855c,Employer 0296,Technology,Cloud/Software,Small,San Jose,CA,USA,https://www.example296.com,https://www.linkedin.com/company/example-296,0,0,Donor,Gold,Active,11/10/2023,Alex296 Reed296,Talent Partner,contact296@example.com,+17297544561
297,eaba02fb-13d2-492e-a548-ff627d69bd76,Employer 0297,Manufacturing,Industrial,Small,Chicago,IL,USA,https://www.example297.com,https://www.linkedin.com/company/example-297,0,0,Academic,Gold,Prospect,01/15/2025,Alex297 Reed297,Recruiter,contact297@example.com,+12378934048
298,fd9d2e81-7215-4958-8e58-8366fd9e0f93,Employer 0298,Finance,Banking,Medium,Seattle,WA,USA,https://www.example298.com,https://www.linkedin.com/company/example-298,0,0,Donor,Gold,Prospect,05/02/2024,Alex298 Reed298,HR Manager,contact298@example.com,+18157654390
299,3502dd69-1be1-4df3-a49c-b87645b0b605,Employer 0299,Logistics,Supply Chain,Small,New York,NY,USA,https://www.example299.com,https://www.linkedin.com/company/example-299,0,0,Academic,Silver,Prospect,12/25/2020,Alex299 Reed299,Recruiter,contact299@example.com,+18372152233
300,88ff3f35-05ba-4861-8c1d-720dd8051ad2,Employer 0300,Technology,Cloud/Software,Enterprise,Chicago,IL,USA,https://www.example300.com,https://www.linkedin.com/company/example-300,0,0,Donor,Silver,Prospect,11/21/2023,Alex300 Reed300,Recruiter,contact300@example.com,+12984643309
301,31ecfcd3-97f6-4157-a185-4d4d4c44eece,Employer 0301,Logistics,Supply Chain,Medium,Chicago,IL,USA,https://www.example301.com,https://www.linkedin.com/company/example-301,0,0,Hiring,Gold,Inactive,03/22/2021,Alex301 Reed301,Talent Partner,contact301@example.com,+14848103604
302,0ffe3f68-eeb5-4b64-a9a6-5bf8dffd71b8,Employer 0302,Consulting,IT Services,Enterprise,Boston,MA,USA,https://www.example302.com,https://www.linkedin.com/company/example-302,0,0,Sponsorship,Silver,Inactive,02/20/2020,Alex302 Reed302,HR Manager,contact302@example.com,+17806527415
303,0f8a44fb-e734-4686-9d3b-4f87a4cd7ec5,Employer 0303,Government,Public Sector,Enterprise,Boston,MA,USA,https://www.example303.com,https://www.linkedin.com/company/example-303,0,0,None,Gold,Prospect,06/16/2021,Alex303 Reed303,Recruiter,contact303@example.com,+12917484142
304,6141507f-852c-417c-9b20-9e0a2c4bec34,Employer 0304,Energy,Utilities,Enterprise,San Jose,CA,USA,https://www.example304.com,https://www.linkedin.com/company/example-304,0,0,Hiring,Bronze,Active,12/06/2020,Alex304 Reed304,University Relations,contact304@example.com,+14125415430
305,a74c794a-f120-48bd-906e-0baaa354dcea,Employer 0305,Retail,E-commerce,Large,Seattle,WA,USA,https://www.example305.com,https://www.linkedin.com/company/example-305,0,0,None,Silver,Active,08/26/2022,Alex305 Reed305,HR Manager,contact305@example.com,+17093199176
306,2a9917bb-6982-4a9b-9d66-c7acb5514ff9,Employer 0306,Healthcare,Provider,Small,New York,NY,USA,https://www.example306.com,https://www.linkedin.com/company/example-306,0,0,Donor,Silver,Active,04/22/2022,Alex306 Reed306,Talent Partner,contact306@example.com,+13036466987
307,d4de8353-fa81-440c-8ecf-71cfbfc33e39,Employer 0307,Government,Public Sector,Large,St. Louis,MO,USA,https://www.example307.com,https://www.linkedin.com/company/example-307,0,0,None,Bronze,Inactive,07/08/2022,Alex307 Reed307,Talent Partner,contact307@example.com,+14366932259
308,17cc0ab2-a576-445a-87c0-2fa574b96b97,Employer 0308,Consulting,IT Services,Medium,Chicago,IL,USA,https://www.example308.com,https://www.linkedin.com/company/example-308,0,0,Sponsorship,Gold,Prospect,09/02/2022,Alex308 Reed308,Talent Partner,contact308@example.com,+15982202509
309,448ca191-9239-4b83-8b10-c89330d62459,Employer 0309,Government,Public Sector,Medium,San Jose,CA,USA,https://www.example309.com,https://www.linkedin.com/company/example-309,0,0,None,Silver,Inactive,12/25/2025,Alex309 Reed309,Recruiter,contact309@example.com,+16803642898
310,656d67a8-92ea-4033-9115-48616fa703c2,Employer 0310,Healthcare,Provider,Enterprise,Chicago,IL,USA,https://www.example310.com,https://www.linkedin.com/company/example-310,0,0,Hiring,Silver,Prospect,08/07/2020,Alex310 Reed310,Recruiter,contact310@example.com,+17688664257
311,53c7ff8c-36ff-40f9-9874-95206631576b,Employer 0311,Technology,Cloud/Software,Large,Boston,MA,USA,https://www.example311.com,https://www.linkedin.com/company/example-311,0,0,Hiring,Gold,Prospect,07/26/2024,Alex311 Reed311,University Relations,contact311@example.com,+17442706773
312,5bf0532f-c56e-485b-98c1-66e98045bafb,Employer 0312,Energy,Utilities,Medium,Seattle,WA,USA,https://www.example312.com,https://www.linkedin.com/company/example-312,0,0,None,Gold,Inactive,09/18/2024,Alex312 Reed312,University Relations,contact312@example.com,+17294553004
313,2e1036c2-c9bb-4dad-8b2b-f11d1c0f746e,Employer 0313,Healthcare,Provider,Small,Boston,MA,USA,https://www.example313.com,https://www.linkedin.com/company/example-313,0,1,None,Silver,Inactive,05/14/2026,Alex313 Reed313,HR Manager,contact313@example.com,+18547063124
314,4f63e736-0f44-41fd-83b8-280f0c4c439d,Employer 0314,Education,University,Medium,Dallas,TX,USA,https://www.example314.com,https://www.linkedin.com/company/example-314,0,0,Hiring,Silver,Prospect,01/14/2023,Alex314 Reed314,HR Manager,contact314@example.com,+16664891502
315,66e90f61-08b4-41d0-b365-d91efb190942,Employer 0315,Technology,Cloud/Software,Small,Toronto,ON,Canada,https://www.example315.com,https://www.linkedin.com/company/example-315,0,0,Donor,Silver,Inactive,12/31/2024,Alex315 Reed315,University Relations,contact315@example.com,+16613673404
316,094c19c0-32d2-4813-a1a2-e197f519fe4c,Employer 0316,Manufacturing,Industrial,Large,Dallas,TX,USA,https://www.example316.com,https://www.linkedin.com/company/example-316,0,0,Academic,Bronze,Prospect,01/27/2026,Alex316 Reed316,Talent Partner,contact316@example.com,+15686529419
317,2f57e930-42c2-4fad-bad4-e09d540bde37,Employer 0317,Government,Public Sector,Small,Chicago,IL,USA,https://www.example317.com,https://www.linkedin.com/company/example-317,0,1,None,Bronze,Active,03/31/2022,Alex317 Reed317,Talent Partner,contact317@example.com,+12555473250
318,d4ba2872-2cbd-4647-9b6b-9f04fb486ad8,Employer 0318,Technology,Cloud/Software,Small,Seattle,WA,USA,https://www.example318.com,https://www.linkedin.com/company/example-318,0,0,Hiring,Bronze,Prospect,04/06/2023,Alex318 Reed318,University Relations,contact318@example.com,+14012073510
319,5fcc04b3-4266-40d8-813a-cc1e4e9f30ed,Employer 0319,Consulting,IT Services,Medium,Dublin,NA,Ireland,https://www.example319.com,https://www.linkedin.com/company/example-319,0,0,Academic,Silver,Prospect,12/01/2021,Alex319 Reed319,University Relations,contact319@example.com,+18682289221
320,1f7ca031-54f2-4782-a997-9cb216e6cc65,Employer 0320,Finance,Banking,Small,San Jose,CA,USA,https://www.example320.com,https://www.linkedin.com/company/example-320,0,0,Academic,Bronze,Inactive,08/29/2022,Alex320 Reed320,Talent Partner,contact320@example.com,+19829346348
321,fa4f2c33-043f-4042-836a-05afd2c72865,Employer 0321,Technology,Cloud/Software,Enterprise,Seattle,WA,USA,https://www.example321.com,https://www.linkedin.com/company/example-321,0,0,Hiring,Silver,Inactive,05/18/2020,Alex321 Reed321,Recruiter,contact321@example.com,+19308923260
322,b8f73f5f-ebc4-4e67-9708-e1d0b12faa75,Employer 0322,Government,Public Sector,Small,St. Louis,MO,USA,https://www.example322.com,https://www.linkedin.com/company/example-322,0,1,None,Bronze,Prospect,04/24/2022,Alex322 Reed322,Talent Partner,contact322@example.com,+14019844995
323,158cac5c-4254-4959-ab96-7ce43ede14d3,Employer 0323,Finance,Banking,Large,Dallas,TX,USA,https://www.example323.com,https://www.linkedin.com/company/example-323,0,0,None,Bronze,Inactive,10/11/2021,Alex323 Reed323,HR Manager,contact323@example.com,+14594303447
324,96e598a8-1f4d-4404-a001-546c588df281,Employer 0324,Government,Public Sector,Large,Seattle,WA,USA,https://www.example324.com,https://www.linkedin.com/company/example-324,0,0,Mentorship,Silver,Prospect,07/02/2021,Alex324 Reed324,Talent Partner,contact324@example.com,+18712329603
325,33af2fe2-76b4-4a96-9d10-200d7d9f88d6,Employer 0325,Logistics,Supply Chain,Medium,Toronto,ON,Canada,https://www.example325.com,https://www.linkedin.com/company/example-325,0,0,Mentorship,Gold,Active,11/30/2023,Alex325 Reed325,University Relations,contact325@example.com,+13987356082
326,13d51950-0364-4314-b45c-c913e56d44b4,Employer 0326,Healthcare,Provider,Medium,Boston,MA,USA,https://www.example326.com,https://www.linkedin.com/company/example-326,0,1,Mentorship,Bronze,Active,07/24/2022,Alex326 Reed326,University Relations,contact326@example.com,+14677916900
327,c92a3e2a-ee99-44b6-9122-b4abab189e06,Employer 0327,Consulting,IT Services,Medium,Dublin,NA,Ireland,https://www.example327.com,https://www.linkedin.com/company/example-327,0,0,Sponsorship,Gold,Prospect,08/31/2026,Alex327 Reed327,Talent Partner,contact327@example.com,+18996906651
328,d8813f83-0f06-47cb-9e73-ea76a8db430a,Employer 0328,Finance,Banking,Small,Dallas,TX,USA,https://www.example328.com,https://www.linkedin.com/company/example-328,0,0,Mentorship,Gold,Active,12/14/2025,Alex328 Reed328,Talent Partner,contact328@example.com,+17348153446
329,fd439fca-5923-40b9-8521-40425eb0a00f,Employer 0329,Energy,Utilities,Medium,Boston,MA,USA,https://www.example329.com,https://www.linkedin.com/company/example-329,0,0,Sponsorship,Gold,Inactive,05/14/2022,Alex329 Reed329,HR Manager,contact329@example.com,+18187932577
330,a52f187e-1f31-4174-b056-affbf9070b0c,Employer 0330,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example330.com,https://www.linkedin.com/company/example-330,0,0,Hiring,Silver,Active,07/07/2026,Alex330 Reed330,Talent Partner,contact330@example.com,+17529105146
331,c873f961-fe08-4fd4-9838-9ff1daba209c,Employer 0331,Consulting,IT Services,Small,Chicago,IL,USA,https://www.example331.com,https://www.linkedin.com/company/example-331,0,0,Mentorship,Silver,Active,05/19/2024,Alex331 Reed331,Talent Partner,contact331@example.com,+13842579244
332,30f68348-81da-43c5-abb7-08f35e742454,Employer 0332,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example332.com,https://www.linkedin.com/company/example-332,0,0,Donor,Gold,Inactive,12/17/2024,Alex332 Reed332,Talent Partner,contact332@example.com,+15204463261
333,4a57a85e-194c-48c6-a460-a8c54d07b50e,Employer 0333,Manufacturing,Industrial,Medium,Bengaluru,NA,India,https://www.example333.com,https://www.linkedin.com/company/example-333,0,0,Sponsorship,Silver,Active,04/05/2022,Alex333 Reed333,HR Manager,contact333@example.com,+15678546309
334,014c1d6b-2faf-4496-8314-54ac8afb2dd8,Employer 0334,Manufacturing,Industrial,Enterprise,San Jose,CA,USA,https://www.example334.com,https://www.linkedin.com/company/example-334,0,0,Sponsorship,Gold,Inactive,11/18/2024,Alex334 Reed334,HR Manager,contact334@example.com,+13639004320
335,51235488-7966-4d22-be82-f27a254a2295,Employer 0335,Government,Public Sector,Small,Chicago,IL,USA,https://www.example335.com,https://www.linkedin.com/company/example-335,0,1,Mentorship,Silver,Prospect,04/25/2023,Alex335 Reed335,Talent Partner,contact335@example.com,+13089495091
